,Unnamed: 0,cast,genres,movie_id,original_title,plot,poster

1946,1946,"['Nicolas Cage', 'Eva Mendes', 'Val Kilmer']","['Drama', 'Crime']",11699,the bad lieutenant: port of call - new orleans,"Terrence McDonagh, a New Orleans Police sergeant, who starts out as a good cop, receiving a medal and a promotion to lieutenant for heroism during Hurricane Katrina. During his heroic act, McDonagh injures his back and later becomes addicted to prescription pain medication. McDonagh finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants. ",https://m.media-amazon.com/images/M/MV5BMTcyMzY0NTMzMF5BMl5BanBnXkFtZTcwMTc1MjY4Mg@@._V1_QL75_UY300_CR1.jpg

1947,1947,"['Yuri Lowenthal', 'Gemma Arterton', 'Isabelle Fuhrman']","['Animation', 'Family']",49953,sammy's avonturen: de geheime doorgang,"A sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming. Born on a Baja, California beach in 1959, new hatchling Sammy must do what his fellow newborn sea turtles are doing: race across the beach to the ocean before they are captured by a seagull or crab. Thus begins Sammy's incredible fifty-year ocean journey. Along the way he meets his best friend, a fellow turtle named Ray, and overcomes obstacles both natural and man-made while trying to fulfill his dream of travelling around the world. Throughout his voyage, Sammy never forgets about Shelly - the turtle he saved on his first day and loves passionately from afar. Based on the actual trajectory of a sea turtle's life, the film illustrates the dangers humans pose to the species' survival. The film combines entertainment with an important environmental message. ",https://m.media-amazon.com/images/M/MV5BYzliYTFmODUtMGQ1Ny00MGY2LTkwMTUtZjZkOGJhYTVhNzg5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY300_CR1.jpg

1948,1948,"['François Cluzet', 'Marion Cotillard', 'Benoît Magimel']","['Comedy', 'Drama']",48034,les petits mouchoirs,"Despite a traumatic event, a group of friends decide to go ahead with their annual beach vacation. Their relationships, convictions, sense of guilt and friendship are sorely tested. They are finally forced to own up to the little white lies they've been telling each other. ",https://m.media-amazon.com/images/M/MV5BYjIzMzVmN2YtM2VlOS00NTY3LWIwNDktODg4MzQ2MWRlOWJmXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_QL75_UY300_CR1.jpg

1949,1949,"['Helen Mirren', 'Joe Pesci', 'Sergio Peris-Mencheta']",['Drama'],39845,love ranch,Story of a couple that starts the first legal brothel in Nevada and a boxer they own a piece of. ,https://m.media-amazon.com/images/M/MV5BMTQwNzgyNzA4OV5BMl5BanBnXkFtZTcwNzA0MDk0Mw@@._V1_QL75_UY300_CR1.jpg

1950,1950,"['Jérôme Deschamps', 'Yolande Moreau', 'Louise Wallon']","['Family', 'Adventure', 'Animation']",25353,la véritable histoire du chat botté,"A free adaptation of Charles Perrault's famous Puss'n Boots, ""The True Story of Puss'n Boots"" is a story for young and old for the first time on cinema screens. ",https://m.media-amazon.com/images/M/MV5BMjA0MTE2NjgzOV5BMl5BanBnXkFtZTgwMjE2MjA2MDE@._V1_QL75_UY300_CR1.jpg

1951,1951,"['Anna Bolshova', 'Evgeny Mironov', 'Sergey Garmash']","['Family', 'Animation']",36696,белка и стрелка. звёздные собаки,"Belka, the amazing flying dog is unexpectedly hurdled into the streets of Moscow when the rocket she is in malfunctions during one of her circus routines. Fortunately the crash leads her to meet a streetwise dog named Strelka and her irredeemable rat friend Venya. Together with other amusing friends found along the way, the three find themselves in a space program-training center where they get sent away in a rocket, leaving planet Earth... ",https://m.media-amazon.com/images/M/MV5BMjYwMTIxODA2NF5BMl5BanBnXkFtZTcwMTUyOTY3Mw@@._V1_QL75_UY300_CR1.jpg

1952,1952,"['Michael Fassbender', 'Cameron Diaz', 'Javier Bardem']","['Thriller', 'Crime', 'Drama']",109091,the counselor,A rich and successful lawyer named Counselor is about to get married to his fiancée but soon meets up with the middle-man known as Westray who tells him his drug trafficking plan has taken a horrible twist and now he must protect himself and his soon bride-to-be lover as the truth of the drug business uncovers and targets become chosen. ,https://m.media-amazon.com/images/M/MV5BNWNlMmI2ZDMtM2JmMi00ZDYzLWI1YTctMjc5ZDQ1ZGY3NTRmXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UY300_CR1.jpg

1953,1953,"['James Purefoy', 'Kate Mara', 'Jason Flemyng']","['Romance', 'Adventure', 'Action']",38543,ironclad,"In the year 1215, the rebel barons of England have forced their despised King John to put his royal seal on the Magna Carta, a seminal document that upheld the rights of free men. Yet within months of pledging himself to the great charter, the King reneged on his word and assembled a mercenary army on the south coast of England with the intention of bringing the barons and the country back under his tyrannical rule. Barring his way stood the mighty Rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom. ",https://m.media-amazon.com/images/M/MV5BMjI1NTU2NTI5NV5BMl5BanBnXkFtZTcwNDYzOTI1NQ@@._V1_QL75_UY300_CR1.jpg

1954,1954,"['Rod Steiger', 'Christopher Plummer', 'Orson Welles']","['History', 'Action', 'Drama']",33157,waterloo,"After defeating France and imprisoning Napoleon on Elba, ending two decades of war, Europe is shocked to find Napoleon has escaped and has caused the French Army to defect from the King back to him. The best of the British generals, the Duke of Wellington, beat Napolean's best generals in Spain and Portugal, but now must beat Napoleon himself with an Anglo Allied army. ",https://m.media-amazon.com/images/M/MV5BNjExOTUwMmEtNGZjOS00Mjc3LTk1N2MtM2UyMDk3MmI2ODQyXkEyXkFqcGdeQXVyNzA5NTYxMDg@._V1_QL75_UY300_CR1.jpg

1955,1955,"['Donnie Yen', 'Charlie Yeung', 'Wang Baoqiang']","['Crime', 'Action', 'Thriller']",290864,一個人的武林,"A martial arts instructor working at a police academy gets imprisoned after killing a man by accident. But when a vicious killer starts targeting martial arts masters, the instructor offers to help the police in return for his freedom. ",https://m.media-amazon.com/images/M/MV5BMTYwMjY5NzcxMl5BMl5BanBnXkFtZTgwODYxNzIxNTE@._V1_QL75_UY300_CR1.jpg

1956,1956,"['Cam Gigandet', 'Rachael Leigh Cook', 'Shane West']","['Action', 'Thriller']",242166,red sky,"Disgraced Top Gun fighter pilot Butch Masters leads a rogue squad in recovery of a WMD. Masters must navigate a fractured friendship, a love triangle, and must take to the skies to reclaim his military and personal honor. ",https://m.media-amazon.com/images/M/MV5BMDQ0MWEzMDEtMGZmNC00NjQ0LWJlNDItZDMyNDc5MmFkODJjXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UY300_CR1.jpg

1957,1957,"['Glenn Close', 'John Malkovich', 'Michelle Pfeiffer']","['Drama', 'Romance']",859,dangerous liaisons,Dangerous Liaisons is the film based on the novel of the same name by Choderlos de Laclos set in 18th century France. Marquise de Merteuil’s asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned in this love triangle drama. ,https://m.media-amazon.com/images/M/MV5BMDZmODc0MWQtYWVjOS00OGFiLWExNjItOTMyN2Q5ZTFmYzUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UY300_CR1.jpg

1958,1958,"['Garrett Hedlund', 'Sam Riley', 'Kristen Stewart']","['Adventure', 'Drama']",83770,on the road,"Dean and Sal are the portrait of the Beat Generation. Their search for ""It"" results in a fast paced, energetic roller coaster ride with highs and lows throughout the U.S. ",https://m.media-amazon.com/images/M/MV5BMTc1MzU5MDgzMF5BMl5BanBnXkFtZTcwMDQ4ODY2OA@@._V1_QL75_UY300_CR1.jpg

1959,1959,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']","['Science Fiction', 'Adventure']",168,star trek iv: the voyage home,"Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet, Admiral Kirk (William Shatner) and his crew begin their journey home to face justice for their actions. But as they near Earth, they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet. In a desperate attempt to answer the call of the probe, Kirk and his crew race back to the late twentieth century. However they soon find the world they once knew to be more alien than anything they've encountered in the far reaches of the galaxy! ",https://m.media-amazon.com/images/M/MV5BZmU3ZGE3NzEtYTdmYi00YTYxLWIxYTItZGY5YjFlOTA2NWI3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY300_CR1.jpg

1960,1960,"['Sylvester Stallone', 'Burt Young', 'Milo Ventimiglia']",['Drama'],1246,rocky balboa,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior. ",https://m.media-amazon.com/images/M/MV5BNWIyNmQyNjctYmVmMS00MGI4LWIxMmUtNjA0ODYzOTA0Yjk0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY300_CR1.jpg

1961,1961,"['David Arquette', 'Neve Campbell', 'Courteney Cox']","['Horror', 'Mystery']",4233,scream 2,"Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself. ",https://m.media-amazon.com/images/M/MV5BMTIxNTMzNzYtNzA3NC00MzgwLTlhNGYtMDEyYTNlZjcwZTNiXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UY300_CR1.jpg

1962,1962,"['Natalie Portman', 'Joel Edgerton', 'Ewan McGregor']","['Action', 'Drama', 'Western']",174751,jane got a gun,"After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job. ",https://m.media-amazon.com/images/M/MV5BMTgwNDk0NDkwMl5BMl5BanBnXkFtZTgwNzYyNjA3NzE@._V1_QL75_UY300_CR1.jpg

1963,1963,"['Adam Brody', 'Michael Ealy', 'Jerry Ferrara']","['Comedy', 'Romance']",184098,think like a man too,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event. ",https://m.media-amazon.com/images/M/MV5BMjE2NjMxNjU1OF5BMl5BanBnXkFtZTgwMTI1OTgxMTE@._V1_QL75_UY300_CR1.jpg

1964,1964,"['Bruce Willis', 'Matthew Perry', 'Rosanna Arquette']","['Comedy', 'Crime']",2069,the whole nine yards,"A mobster named Jimmy the Tulip agrees to cooperate with an FBI investigation in order to stay out of prison; he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbors figure out his true identity and come knocking to see if he'd be up for one more hit, suburban style. ",https://m.media-amazon.com/images/M/MV5BMjA4Nzk4NzU4MF5BMl5BanBnXkFtZTYwNzU0MDc3._V1_QL75_UY300_CR1.jpg

1965,1965,"['Kevin Bacon', 'John Lithgow', 'Dianne Wiest']","['Drama', 'Family', 'Music']",1788,footloose,"When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock. ",https://m.media-amazon.com/images/M/MV5BYTE2NjQ1MjQtOTdmNi00NjJmLWJlYTItNmFhYzBmMWM4NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

1966,1966,"['Luke Wilson', 'Will Ferrell', 'Vince Vaughn']",['Comedy'],11635,old school,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater. ,https://m.media-amazon.com/images/M/MV5BN2VjNDQ4MDctMDY3Yy00MmZmLTlhM2MtMWE4NjJhZTlmNTAxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

1967,1967,"['Jeff Bridges', 'Robin Williams', 'Mercedes Ruehl']","['Comedy', 'Drama']",177,the fisher king,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves. ,https://m.media-amazon.com/images/M/MV5BOGZmMDM1NTQtMzc0Yi00ODRiLWJjYjQtMGRmYWRlOTY2ODMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

1968,1968,"['Jennifer Love Hewitt', 'Freddie Prinze Jr.', 'Mekhi Phifer']","['Horror', 'Mystery', 'Thriller']",3600,i still know what you did last summer,"Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summers ago, get to the island in time to save everyone? ",https://m.media-amazon.com/images/M/MV5BNzMwM2ZhZjktZTMwMS00NzA2LWIyMDctMGZhNjNiYjQ4NTJmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY300_CR1.jpg

1969,1969,"['David Duchovny', 'Minnie Driver', ""Carroll O'Connor""]","['Romance', 'Comedy', 'Drama']",2621,return to me,"It took a lot of cajoling to get Bob (Duchovny), a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress, Grace (Driver). Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good. ",https://m.media-amazon.com/images/M/MV5BMjIwNDEzODU3Nl5BMl5BanBnXkFtZTcwMjI0NzU2NA@@._V1_QL75_UY300_CR1.jpg

1970,1970,"['Seth Rogen', 'Elizabeth Banks', 'Jennifer Schwalbach Smith']",['Comedy'],10358,zack and miri make a porno,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought. ",https://m.media-amazon.com/images/M/MV5BY2I1N2Y0ODEtNzZmZS00NzBjLWFkZjEtMTVkOTY1Y2UzZGE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

1971,1971,"['Renée Zellweger', 'Morgan Freeman', 'Chris Rock']","['Comedy', 'Crime', 'Thriller']",10480,nurse betty,"What happens when a person decides that life is merely a state of mind? If you're Betty, a small-town waitress and soap opera fan from Fair Oaks, Kansas, you refuse to believe that you can't be with the love of your life just because he doesn't really exist. After all, life is no excuse for not living. Traumatized by a savage event, Betty enters into a fugue state that allows -- even encourages -- her to keep functioning... in a kind of alternate reality. ",https://m.media-amazon.com/images/M/MV5BYjU2OGVhYjgtYWE3Zi00MzM5LWEwYjgtYjQxNzkxNzhhZGFjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UY300_CR1.jpg

1972,1972,"['George Clooney', 'Ewan McGregor', 'Jeff Bridges']","['Comedy', 'War']",10313,the men who stare at goats,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions. ",https://m.media-amazon.com/images/M/MV5BMjIwOTQwNzg1MV5BMl5BanBnXkFtZTcwODc4MDU4Mg@@._V1_QL75_UY300_CR1.jpg

1973,1973,"['Orlando Jones', 'Eddie Griffin', 'Garcelle Beauvais']","['Adventure', 'Drama', 'Action']",18828,double take,"The governor of a Mexican state is assassinated. Soon after, junior executive Daryl Chase's life turns upside down: after he flags a huge transfer of funds from a Mexican account as probably illegal, he's attacked in his apartment, rescued by a CIA agent, finds his secretary shot dead, and witnesses two cops get killed. He calls the CIA guy who tells him to grab the next train to Mexico. Leaving M ",https://m.media-amazon.com/images/M/MV5BYTkwMTZmNmEtYzc0NS00MWVjLThjOGYtZmFlZDE4MzY3YzRkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY300_CR1.jpg

1974,1974,"['Winona Ryder', 'Angelina Jolie', 'Clea DuVall']",['Drama'],3558,"girl, interrupted","Set in the changing world of the late 1960's, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside. ",https://m.media-amazon.com/images/M/MV5BNzdjZDYwM2QtMGNlZS00MGQzLTlhMjctYTU4NWI5MWJlYmQwXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UY300_CR1.jpg

1975,1975,"['Josh Duhamel', 'Kate Bosworth', 'Topher Grace']","['Comedy', 'Romance']",13476,win a date with tad hamilton!,"A small-town girl wins a date with a Hollywood star through a contest. When the date goes better than expected, a love triangle forms between the girl, the celebrity, and the girl's best friend. ",https://m.media-amazon.com/images/M/MV5BMTM0ODcyNjA4NF5BMl5BanBnXkFtZTcwMjM3NjQyMQ@@._V1_QL75_UY300_CR1.jpg

1976,1976,"['Steve Whitmire', 'Dave Goelz', 'Bill Barretta']","['Fantasy', 'Comedy', 'Science Fiction']",10208,muppets from space,"When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action. It's hard to believe Gonzo's story at first, but Kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures. ",https://m.media-amazon.com/images/M/MV5BODI2Zjc5YzMtNzQ1NS00NGVmLWExYzgtMzFlY2NiMGMzZjRjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY300_CR1.jpg

1977,1977,"['Diana Ross', 'Michael Jackson', 'Nipsey Russell']","['Adventure', 'Family', 'Fantasy']",24961,the wiz,"A Thanksgiving dinner brings a host of family together in a Harlem apartment, where a 24-year-old schoolteacher named Dorothy Gale (Diana Ross) lives with her Aunt Em (Theresa Merritt) and Uncle Henry (Stanley Greene). Extremely introverted, she has, as Aunt Em teases her, ""never been south of 125th Street"", and refuses to move out and on with her life. ",https://m.media-amazon.com/images/M/MV5BMzU0YzkzYjItOThjNi00NTU4LWIxZDEtN2U4NmFkMGFiOWI3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY300_CR1.jpg

1978,1978,"['David Arquette', 'Scott Caan', 'Oliver Platt']","['Action', 'Comedy', 'Drama']",20697,ready to rumble,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter. ,https://m.media-amazon.com/images/M/MV5BMTYwMjYyOTA4OV5BMl5BanBnXkFtZTYwMDAyNjE3._V1_QL75_UY300_CR1.jpg

1979,1979,"['Antonio Banderas', 'Woody Harrelson', 'Lolita Davidovich']","['Comedy', 'Drama']",20761,play it to the bone,"Two aging fighters in LA, friends, get a call from a Vegas promoter because his undercard fighters for a Mike Tyson bout that night are suddenly unavailable. He wants them to box each other. They agree as long as the winner gets a shot at the middleweight title. They enlist Grace, Cesar's current and Vinnie's ex girlfriend, to drive them to Vegas. ",https://m.media-amazon.com/images/M/MV5BMTM2NjY1MTA2Nl5BMl5BanBnXkFtZTYwMzY2Mzc3._V1_QL75_UY300_CR1.jpg

1980,1980,"['Sarah Jessica Parker', 'Pierce Brosnan', 'Sarah Shahi']","['Romance', 'Comedy']",70868,i don't know how she does it,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids. ",https://m.media-amazon.com/images/M/MV5BMzUyNDY1Mzk0NV5BMl5BanBnXkFtZTcwNDQwODg2Ng@@._V1_QL75_UY300_CR1.jpg

1981,1981,"['Elisabeth Shue', 'Adam Scott', ""Jerry O'Connell""]","['Comedy', 'Horror']",43593,piranha 3d,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,https://dummyimage.com/203x300/000/fff.jpg00 to 50,https://dummyimage.com/203x300/000/fff.jpg00 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria. ",https://m.media-amazon.com/images/M/MV5BMTU3NDg2NTY4Nl5BMl5BanBnXkFtZTcwMTM0OTE3Mw@@._V1_QL75_UY300_CR1.jpg

1982,1982,"['Kevin Spacey', 'Kate Bosworth', 'John Goodman']","['Drama', 'Music']",6478,beyond the sea,"Based on the life and career of legendary entertainer, Bobby Darin, the biopic moves back and forth between his childhood and adulthood, to tell the tale of his remarkable life. Kevin Spacey did his own singing for Beyond the Sea, recreating Bobby Darin's vocal style with uncanny accuracy. ",https://dummyimage.com/203x300/000/fff.jpg

1983,1983,"['Paul Walker', 'John Ashton', 'Dennis Hopper']","['Animation', 'Comedy', 'Family']",40688,meet the deedles,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge. ,https://m.media-amazon.com/images/M/MV5BNDE3NWFiYjQtNWYxYi00MTZlLWJiN2QtMDI1M2U1M2ZjZjZjXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UY300_CR1.jpg

1984,1984,"['Vincent Price', 'Anthony Quayle', 'Sean Connery']","['Adventure', 'Fantasy', 'Animation']",26672,the thief and the cobbler,"It is written among the limitless constellations of the celestial heavens, and  in the depths of the emerald seas, and upon every grain of sand in the vast  deserts, that the world which we see is an outward and visible dream, of an  inward and invisible reality ... Once upon a time there was a golden city. In  the center of the golden city, atop the tallest minaret, were three golden  balls. The ancients had prophesied that if the three golden balls were ever  taken away, harmony would yield to discord, and the city would fall to  destruction and death. But... the mystics had also foretold that the city might  be saved by the simplest soul with the smallest and simplest of things. In the  city there dwelt a lowly shoemaker, who was known as Tack the Cobbler. Also in  the city... existed a Thief, who shall be ... nameless. ",https://m.media-amazon.com/images/M/MV5BNDgyNGM4NTYtN2M3MS00YTY2LTk0OWUtZmIzYjg3MmQ0OGM4XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UY300_CR1.jpg

1985,1985,"['Gabriel Byrne', 'F. Murray Abraham', 'Kathy Bates']","['Romance', 'Drama']",45881,the bridge of san luis rey,"The Bridge of San Luis Rey is American author Thornton Wilder's second novel, first published in 1927 to worldwide acclaim. It tells the story of several interrelated people who die in the collapse of an Inca rope-fiber suspension bridge in Peru, and the events that lead up to their being on the bridge.[ A friar who has witnessed the tragic accident then goes about inquiring into the lives of the victims, seeking some sort of cosmic answer to the question of why each had to die. The novel won the Pulitzer Prize in 1928. ",https://m.media-amazon.com/images/M/MV5BMjA0NDEwMTA2Nl5BMl5BanBnXkFtZTcwNjEyMTAzMQ@@._V1_QL75_UY300_CR1.jpg

1986,1986,"['Dwayne Johnson', 'Billy Bob Thornton', 'Maggie Grace']","['Crime', 'Drama', 'Action']",41283,faster,"Driver (Dwayne Johnson) has spent the last 10 years in prison planning revenge for the murder of his brother. Now that Driver is free to carry out his deadly plan only two men stand in his way- Billy Bob Thornton plays a veteran cop and Oliver Jackson-Cohen, a crazy hitman. With those two close on his trail, Driver races to carry out his mission as the mystery surrounding his brothers murder deepens. ",https://dummyimage.com/203x300/000/fff.jpg

1987,1987,"['Takuya Kimura', 'Akihiro Miwa', 'Tatsuya Gashûin']","['Fantasy', 'Animation', 'Adventure']",4935,ハウルの動く城,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking home. ",https://dummyimage.com/203x300/000/fff.jpg

1988,1988,"['Jesse Eisenberg', 'Woody Harrelson', 'Emma Stone']","['Comedy', 'Horror']",19908,zombieland,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other. ",https://m.media-amazon.com/images/M/MV5BMTU5MDg0NTQ1N15BMl5BanBnXkFtZTcwMjA4Mjg3Mg@@._V1_QL75_UY300_CR1.jpg

1989,1989,"['Adam Sandler', 'Kathy Bates', 'Fairuza Balk']",['Comedy'],10663,the waterboy,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs. ,https://dummyimage.com/203x300/000/fff.jpg

1990,1990,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']","['Adventure', 'Action', 'Science Fiction']",1891,the empire strikes back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair. ",https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY300_CR1.jpg

1991,1991,"['Will Smith', 'Martin Lawrence', 'Téa Leoni']","['Action', 'Comedy', 'Crime']",9737,bad boys,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other. ",https://dummyimage.com/203x300/000/fff.jpg

1992,1992,"['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy']","['Comedy', 'Crime']",37137,the naked gun 2½: the smell of fear,"Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business. ",https://dummyimage.com/203x300/000/fff.jpg

1993,1993,"['Devon Sawa', 'Ali Larter', 'Kerr Smith']",['Horror'],9532,final destination,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one. ",https://dummyimage.com/203x300/000/fff.jpg

1994,1994,"['Ryan Gosling', 'George Clooney', 'Philip Seymour Hoffman']",['Drama'],10316,the ides of march,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative. ,https://dummyimage.com/203x300/000/fff.jpg

1995,1995,"['Vin Diesel', 'Radha Mitchell', 'Cole Hauser']","['Thriller', 'Science Fiction', 'Action']",2787,pitch black,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light. ",https://dummyimage.com/203x300/000/fff.jpg

1996,1996,"['Ashley Judd', 'Greg Kinnear', 'Hugh Jackman']","['Comedy', 'Romance']",12658,someone like you...,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation. ",https://dummyimage.com/203x300/000/fff.jpg

1997,1997,"['Joaquin Phoenix', 'Scarlett Johansson', 'Rooney Mara']","['Romance', 'Science Fiction', 'Drama']",152601,her,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all. ",https://dummyimage.com/203x300/000/fff.jpg

1998,1998,"['Steve Zahn', 'Paul Walker', 'Leelee Sobieski']","['Mystery', 'Thriller', 'Drama']",10866,joy ride,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer. ",https://dummyimage.com/203x300/000/fff.jpg

